hogar,date_only,consumo_medio,consumo_std,consumo_min,consumo_max,consumo_total,z
MTTA_Consumos_2023-02_2025-06,2024-12-24,0.9477826086956521,0.8095654253150962,0.064,2.424,21.799,4.319842735028377
MTTA_Consumos_2023-02_2025-06,2025-06-23,0.7660434782608696,0.6635832809459473,0.147,2.335,17.619,3.0942266044031026
PAA_Consumos_2023-01_2024-06,2023-11-08,0.6880869565217391,1.1225018693259785,0.05,3.464,15.826,3.085573762774377
PAA_Consumos_2023-01_2024-06,2024-11-30,0.9093913043478261,0.7805322624006141,0.17,2.388,20.916,4.706030388893804
PAA_Consumos_2023-01_2024-06,2024-12-01,0.8825217391304349,0.7780063022393269,0.068,3.107,20.298000000000002,4.509283395781466
PAA_Consumos_2023-01_2024-06,2024-12-11,0.7019565217391304,0.7169359346464311,0.048,2.825,16.145,3.1871308676333348
PAA_Consumos_2023-01_2024-06,2024-12-14,0.7483478260869565,0.7670605409729968,0.051,2.331,17.212,3.526821873540885
PAA_Consumos_2023-01_2024-06,2024-12-15,0.7685652173913043,0.6976834282164835,0.055,2.074,17.677,3.6748596596205574
PAA_Consumos_2023-01_2024-06,2025-01-02,0.7060869565217393,0.6984499014404214,0.056,2.347,16.240000000000002,3.217375146509828
PAA_Consumos_2023-01_2024-06,2025-01-18,0.742304347826087,0.7813037725368011,0.054,2.669,17.073,3.482569718132123
PAA_Consumos_2023-01_2024-06,2025-01-26,0.7237391304347827,0.7757138775108035,0.044,2.63,16.646,3.346629643603047
PAA_Consumos_2023-01_2024-06,2025-03-01,0.6942608695652174,0.7246082463455248,0.049,2.425,15.968,3.130781000673976
PAA_Consumos_2023-01_2024-06,2025-06-28,0.9783913043478261,1.0544247780890876,0.061,3.853,22.503,5.211269026546364
PAA_Consumos_2023-01_2024-06,2025-06-29,0.7192608695652174,0.5744691001573305,0.079,1.858,16.543,3.3138384780843233
RFM_Consumos_2023-01_2024-06,2023-12-08,0.2549130434782608,0.25480989581245184,0.08,1.055,5.8629999999999995,3.39318849315249
RFM_Consumos_2023-01_2024-06,2024-05-16,0.24430434782608695,0.2956249827649595,0.088,1.173,5.619,3.1119385005073394
RFM_Consumos_2023-01_2024-06,2024-08-13,0.0,0.0,0.0,0.0,0.0,-3.3648799776611082
RFM_Consumos_2023-01_2024-06,2024-08-30,0.0,0.0,0.0,0.0,0.0,-3.3648799776611082
RFM_Consumos_2023-01_2024-06,2025-02-08,0.26269565217391305,0.26491687114376233,0.088,1.162,6.042,3.5995153320192195
RFM_Consumos_2023-01_2024-06,2025-02-15,0.2731304347826087,0.2951801151758988,0.083,1.325,6.282,3.876154669047237
RFM_Consumos_2023-01_2024-06,2025-02-17,0.2822608695652174,0.34846419111598625,0.085,1.754,6.492,4.118214088946751
RFM_Consumos_2023-01_2024-06,2025-02-23,0.29204347826086957,0.31514217257105764,0.083,1.501,6.717,4.377563467410517
RFM_Consumos_2023-01_2024-06,2025-03-01,0.24452173913043476,0.2239041738141194,0.094,1.07,5.624,3.1177018200287563
RFM_Consumos_2023-01_2024-06,2025-03-02,0.288695652173913,0.2335482108653778,0.104,1.013,6.64,4.288808346780695
RFM_Consumos_2023-01_2024-06,2025-03-05,0.2442608695652174,0.23583260962565344,0.095,1.09,5.618,3.110785836603057
RFM_Consumos_2023-01_2024-06,2025-03-08,0.2435217391304348,0.19120214661338197,0.101,0.884,5.601,3.0911905502302384
RFM_Consumos_2023-01_2024-06,2025-03-15,0.25778260869565217,0.2389259977714171,0.102,1.121,5.929,3.4692643108351953
RFM_Consumos_2023-01_2024-06,2025-03-16,0.2531739130434783,0.27670342708623036,0.098,1.433,5.823,3.3470819369811546
RFM_Consumos_2023-01_2024-06,2025-03-20,0.2858695652173913,0.2539207650837392,0.1,1.04,6.575,4.213885193002274
RFM_Consumos_2023-01_2024-06,2025-03-22,0.25117391304347825,0.19097802162312552,0.1,0.715,5.777,3.294059397384118
RFM_Consumos_2023-01_2024-06,2025-04-05,0.2471304347826087,0.23639764349460501,0.095,0.89,5.684,3.1868616542857615
RFM_Consumos_2023-01_2024-06,2025-04-06,0.2743913043478261,0.2641209673151567,0.103,1.362,6.311,3.9095819222714554
RTF_Consumos_2023-01_2024-06,2024-03-25,0.7091739130434782,0.536748599708036,0.106,1.77,16.311,3.615683518774098
RTF_Consumos_2023-01_2024-06,2025-01-06,0.7224782608695652,0.6887722192136341,0.071,2.986,16.617,3.738555008303462
